107,13,23,12,2,3
54,15,24,14,2,4
64,59,23,19,4,9
160,60,19,27,5,8
161,50,24,26,4,6
133,22,17,26,3,2
65,52,20,28,3,7
134,74,23,35,5,9
177,87,21,49,5,12
168,69,11,47,7,8
151,37,23,28,3,5
96,42,8,35,3,5
144,37,23,22,2,5
112,45,35,13,3,6
120,46,31,16,3,3
96,31,18,23,3,2
72,14,28,12,3,3
63,32,27,9,3,2
72,38,24,12,3,3
94,39,20,17,4,6
107,33,17,20,4,5
103, , , , , 
67,29,24,8,2,3
95,30,20,12,3,4
69,47, ,17,5,5
110,28, ,16,2,6
89,25, ,14,3,4
70,25, ,11,2,4
69,45, ,11,2,5
94,33, ,9,3,4
68,27, ,5,2,3
58,36, ,6,2,3
67,30, ,6,2,4
60,28, ,6,2,3
60,28, ,7,3,3
57,29, ,6,3,3
57,23, ,6,2, 
50,24, ,7,2,3
53,24, ,6,2,2
54,23, ,5,2,3
51,38, ,7,4,3
85,38, ,6,3,4
86,19, ,4,1,4
55,29, ,7,2,5
66,43, ,14,3,6
95,60, ,14,4,5
107,61, ,28,4,7
107,63, ,28,4,7
112,59, ,15,6,6
124,59, ,17,5,6
125,54, ,15,3,7
102,44, ,15,5,7
84,34, ,9,3,4
100,36, ,7,3,4
81,22, ,8,2,5
64,45, ,9,2,5
83,40, ,9,2,4
82,41, ,10,2,5
83,31, ,11,2,4
71,38, ,11,3,4
80,42, ,12,3,4
85,50, ,16,4,6
97,42, ,13,3,6
89,28, ,10,2,5
71,29, ,6,1,4
62,34, ,7,2,4
61,33, ,9,3,4
68,23, ,6,1,4
60,25, ,6,1,5
57,24, ,7,1,5
56,25, ,7,2,4
54,32, ,8,2,4
60,28, ,18,2,6
71,31, ,11,2,4
71,51, ,10,2,6
89,61, ,17,5,8
105,31,27,11,2,4
79,21,26,12,1,4
67,26,30,11,2,3
57,24,32,8,2,3
54,25,33,7,2,4
56,31,42,8,2,3
63,34,82,10,4,4
69,42,51,18,2,6
107,45,65,17,2,7
117,47,72,15,2,7
126,53,95,15,4,8
117,58,114,18,5,7
229,64,110,15,5,8
195,66,30,32,5,10
159,28,42,14,2,4
66,27,48,11,3,4
67,27,47,12,2,4
63,33,37,14,3,4
64,23,29,12,2,4
70,20,24,13,2,4
68,23,30,19,3,4
63,23,38,12,3,4
67,22,21,8,2,5
63,15,13,15,2,5
54,24,22,16,3,5
69,37,68,19,2,5
98,37,24,28,2,6
99,30,30,20,2,7
94,29,37,24,2,6
83,52,76,18,3,7
157,42,73,7,3,5
102,25,45,7,3,3
126,23,43,8,2,4
89,26,41,8,2,4
94,25,41,11,3,3
59,25,41,8,3,3
64,51,93,12,4,5
117,42,47,11,5,4
121,80,26,29,6,5
129,67,45,16,5,4
134,45,33,16,3,4
104,31,30,18,3,4
98,93,40,15,4,6
125,58,44,16,5,4
85,65,62,31,5,4
372,72,65,33,6,5
290,53,66,20,5,5
184,104,64,37,8,7
253,63,39,22,6,4
91,44,42,20,4,4
76,32,30,20,3,5
97,71,68,21,5,6
135,110,34,27,5,4
91,56,46,31,7,4
111,58,76,28,5,4
125,57,74,22,5,4
110,58,52,14,4,4
96,55,43,13,5,5
95,46,61,17,7,6
95,41,37,22,4,5
107,23,43,14,4,4
80,51,68,26,6,6
126,38,37,28,6,3
91,70,113,30,6,6
151,89,103,27,7,8
175,74,123,22,6,7
165,68,112,25,4,8
156,49,63,23,3,7
121,56,60,17,2,7
162,40,90,17,3,3
100,51,100,20,6,4
116,36,54,18,4,3
90,47,44,22,4,4
121,35,38,15,2,5
98,42,56,18,3,5
105,51,59,15,3,4
101,43,66,10,3,3
76,45,65,10,3,3
79,73,68,30,5,7
137,71,66,18,3,8
163,56,89,13,3,6
150,59,93,10,4,5
140,55,104,13,5,5
119,52,87,20,6,5
111,54,74,28,3,7
126,33,37,13,1,5
91,24,37,10,2,3
67,34,33,14,2,4
81,39,33,15,3,4
115,73,73,16,4,5
111,85,54,21,4,3
114,44,41,21,3,4
88,35,37,17,3,4
96,38,34,20,3,4
108,69,78,24,5,7
155,84,50,28,6,7
168,71,30,27,4,7
156,49,64,25,4,6
119,40,73,18,4,4
109,41,72,15,4,3
100,47,63,12,4,3
107,44,59,18,4,4
114,67,97,29,5,6
162,54,106,16,4,5
135,32,62,12,3,4
117,31,45,15,4,3
83,30,43,11,4,3
85,46,54,15,4,5
117,58,112,17,5,7
145,63,135,19,8,7
144,58,117,16,8,6
159,37,62,10,4,4
125,26,58,12,4,3
68,40,44,8,4,3
86,37,48,8,4,3
83,32,51,7,3,4
76,29,36,13,4,4
81,14,39,13,3,3
59,23,48,13,3,3
70,29,40,13,3,3
85,18,54,12,3,2
58,26,45,11,2,3
75,43,90,15,3,4
110,50,97,17,4,5
110,47,67,18,5,4
98,49,50,24,4,5
95,36,54,25,2,5
91,26,25,18,3,4
71,23,26,12,3,4
132,37,26,26,4,7
90,31,33,12,3,6
77,10,25,13,3,5
48,24,24,18,4,6
75,55,21,27,5,9
153,21,19,22,3,8
78,73,32,23,5,12
167,45,27,22,6,8
96,54,23,24,8,7
109,58,23,26,10,8
131,42,18,23,8,7
187,59,13,39,11,11
257,40,26,31,6,5
93,41,20,36,7,7
159,56,9,35,5,7
132,80,22,31,4,10
176,68,27,28,3,7
164,92,23,38,6,10
189,76,24,36,6,9
172,45,36,27,5,6
117,39,29,30,3,8
120,68,28,18,3,8
186,25,31,10,3,4
80,13,27,14,2,3
60,19,27,10,3,4
67,20,22,18,3,4
69,21,27,16,3,5
78,72,31,20,9,10
175,122,34,42,14,17
249,110,25,49,13,15
238,86,33,40,12,14
194,77,35,37,12,11
177,31,29,12,5,5
185,39,31,15,7,6
101,53,27,30,9,8
137,39,27,22,6,6
94,35,30,28,5,5
81,70,32,32,7,9
164,57,30,34,6,8
151,75,29,24,5,8
139,88,35,22,6,7
110,91,33,16,6,6
101,47,44,21,7,6
99,59,46,29,5,6
112,49,35,16,4,5
104,23,31,13,3,3
65,43,48,13,4,5
111,25,35,12,3,4
57,20,41,11,3,3
68,45,43,11,4,5
121,41,39,11,3,5
102,47,33,19,4,7
123,49,44,19,4,6
133,40,39,18,4,5
111,38,39,15,3,5
102,42,40,23,4,5
114,43,54,16,4,4
110,33,35,18,3,5
97,64,44,23,4,7
173,33,36,14,3,4
76,31,38,19,3,5
99,31,48,15,3,5
92,34,38,12,3,3
70,38,41,11,3,3
64,26,34,17,3,3
74,45,38,13,3,5
111,44,30,21,4,5
118,55,65,29,5,6
125,57,55,27,5,5
144,36,48,24,5,4
165,36,48,21,7,4
79,31,33,16,4,3
133,43,21,31,5,7
106,39,38,12,3,3
82,34,40,13,3,2
73,43,34,25,4,5
88,34,32,18,3,5
96,47,29,21,3,7
131,29,21,21,3,6
100,66,40,33,6,8
161,77,60,32,5,7
165,65,54,31,5,6
153,61,54,25,6,5
138,60,59,26,7,5
136,55,68,24,5,5
122,44,35,21,3,4
114,36,22,23,3,4
90,46,53,19,3,4
99,69,67,18,5,5
63,37,40,17,4,7
70,47,36,6,3,4
41,33,38,7,3,4
40,27,32,15,4,5
68,49,40,17,6,10
135,46,62,20,5,7
121,29,43,14,5,5
68,34,28,14,4,5
62,37,32,12,4,5
52,18,33,10,3,6
44,25,36,12,2,4
53,25,36,10,3,3
47,34,43,11,4,4
59,12,41,8,3,4
42,11,37,7,3,5
42,33,37,11,3,5
66,38,36,15,4,6
85,37,32,17,4,6
88,28,43,12,2,5
67,38,63,9,4,8
96,61,62,12,4,9
155,54,37,15,4,6
107,42,42,17,5,6
85,36,49,21,4,5
83,36,41,27,4,5
89,33,50,25,4,5
100,42,60,13,4,6
104,59,38,13,4,7
120,38,32,13,4,4
70,38,33,26,5,5
74,46,42,29,4,5
91,60,44,39,5,7
132,79,59,37,9,10
155,24,32,9,3,3
58,29,30,21,3,5
67,48,32,34,4,6
93,81,14,54,7,11
157,93,55,35,11,12
153,39,31,24,5,4
61,58,26,27,5,7
105,42,32,14,4,3
67,44,30,21,4,4
67,46,26,27,4,4
83,48,25,27,4,6
116,56,36,26,5,6
93,27,28,24,4,5
82,14,35,17,3,5
51,31,32,7,3,4
67,37,28,15,5,5
